bas_raw,haystack
"CMU/SCSC Gates/Sixth Floor/VAV Room 6001 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6001 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6001 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Max CO2 Level","max co2"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/ZCO2_HI","zone co2 max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Zone CO2","vav zone air co2 sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6002 Project Room/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6003 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6004 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6005 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6006 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6007 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6008 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6009 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6010 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6011 Storage/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/Max CO2 Level","max co2"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/ZCO2_HI","zone co2 max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/Zone CO2","vav zone air co2 sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6012 Open Project Space/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6013 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6015 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6017 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/Run Request","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/Schedule","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/Zone Temp _ Zone Temp","zone air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/ZTMP HI","zone air temp max"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6019 Office/ZTMP LO","zone air temp min"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6021 Office/Airflow","vav air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6021 Office/Airflow Request","air flow cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6021 Office/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6021 Office/Cool Request","vav cool cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6021 Office/Damper Position","vav damper sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6021 Office/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6021 Office/Flow Control _ Flow Input","air flow sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6021 Office/Heat Request","vav heat cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6021 Office/HWV Command","vav hot water valve cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6021 Office/OCC Sensor","occ sensor"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6021 Office/Run","cmd"
"CMU/SCSC Gates/Sixth Floor/VAV Room 6021 Office/Run Request","cmd"
